claim_amount,location_consistency,weather_correlation,claim_frequency,time_anomalies,is_fraud
20286.102463603598,0.8660803582344194,0.7169082547740759,0.29958162175120917,0.039147053535962845,0
96772.34307628864,0.04552016966377792,0.09084851307390801,7.773838533097144,0.5865193424133739,1
79901.0742315558,0.22387899608709277,0.17702053736476986,5.420450516286069,0.9140978182109146,1
15109.002151167346,0.8374211996416736,0.8240938482383777,0.8715154897470392,0.06719077428587727,0
22817.082748547815,0.8551415649133366,0.7197139941392114,1.513539773437805,0.3119268134049061,0
12034.555084456711,0.7240756705442304,0.9766306959696459,0.6837278548051533,0.1221134147486036,0
16169.873366506055,0.7562282558566047,0.6892139367524374,0.29235071381379196,0.05544605467524829,0
18647.83894853063,0.8523492017221742,0.9424344879849473,1.8113218782377625,0.12389976380897444,0
98651.22413438011,0.04787942691789008,0.14800789317986984,3.20072576701406,0.6155140915891073,1
18629.124593121207,0.8023090146734962,0.7134647236871223,0.17917045791700265,0.08493894817678918,0
86675.33343744294,0.3958519537303364,0.20924936958191803,7.502743778267904,0.8491963359690051,1
15535.957952086017,0.8282642710985159,0.7825948296867167,0.2127652907239406,0.33739655874198765,0
11394.079264062588,0.9768791545787783,0.7123630334496399,1.1705867081328982,0.20198115946911424,0
67412.00072874349,0.14758405391417942,0.10073378526576443,4.693062885437021,0.7115890990071854,1
62732.280651920926,0.08213473360152877,0.48169990284556063,2.7080138635206703,0.8956901327413558,1
93186.44219014891,0.15405165481693406,0.09591087802519366,6.036410036658388,0.8460863354317617,1
18451.961983718076,0.7407687705973239,0.8428504594657104,1.8847076619509036,0.315844731405602,0
63204.3203846686,0.07862393320624002,0.4362290337603912,7.397984316895977,0.7669760753038116,1
62631.44498977261,0.16299157084315344,0.10112939888655442,6.690001220776962,0.9452429829364182,1
10680.826308511425,0.7346135488533453,0.653917216637006,2.1748488308246006,0.09483335056850872,0
18547.75924828922,0.704982389452912,0.9879218605722359,1.9071600238098645,0.0038434674111737007,0
15531.328069127998,0.8429796906495752,0.9327500115830607,0.412168248573891,0.26130951688145443,0
16773.282273891495,0.8330834215227817,0.9609930197418892,0.11961731985936272,0.18446295746600533,0
22631.502631331405,0.9450071325842734,0.999047369847736,0.13289149305623343,0.17958395653665646,0
18194.835802804362,0.9711605924357118,0.8852645939169808,1.16223576237787,0.2707852963559011,0
20502.111983578554,0.89738828087672,0.7955388305075124,2.114531619476705,0.07875145610283209,0
18052.786812897397,0.7484300813777539,0.771564207142821,1.6897180552457045,0.15694373901130595,0
78822.84815170127,0.32985877979078254,0.41831834099810633,2.04404785742351,0.8959730010972137,1
56590.11371654928,0.0957564126879453,0.4532689549522006,4.451218849295815,0.6971131032960332,1
73059.61465639739,0.31808555132462935,0.2918212391204679,6.461623482239289,0.5271808752469758,1
16395.880260423433,0.7320877418267855,0.9751963473105933,0.8369327906168831,0.2858603277153292,0
21071.926429736635,0.8328984935803462,0.7164167171832426,1.4643669531090617,0.12210708362895986,0
20159.38012420755,0.8601849195121306,0.9581971742916668,1.746683573237544,0.2699772553480553,0
20827.12149962464,0.9917608946273672,0.8203687571912529,1.2984096256202047,0.17093855409116496,0
16524.36416800078,0.8599636764366477,0.729555485816621,0.7462052953294228,0.26720416881106535,0
20325.184256474146,0.9783879211774333,0.7268528285035455,0.3929596984007675,0.33911609904638945,0
19917.3338409048,0.7148126879939011,0.9487893944498034,1.9854496647863058,0.14866735186628094,0
14269.229055713617,0.9386600416891007,0.790144235229848,1.9392489978708667,0.12965160233412545,0
62675.67206680317,0.3924502817712857,0.35364035793100357,3.968754419082929,0.6833329508152,1
18881.904056384567,0.7094545203477854,0.8622229516931146,0.9297541615065176,0.2570578917579492,0
17136.069995100923,0.720866886262675,0.9948046508907138,1.023463398684581,0.23040091714768499,0
20402.31692231218,0.904056361262238,0.9097235335574969,0.12940761845181034,0.2956171593073678,0
12387.334350765432,0.8082517683460206,0.7870299053938679,0.784230612920655,0.19297388873595211,0
33660.65571897499,0.368711212908271,0.2524141822489248,5.860074185553466,0.951430723332584,1
17788.122515586972,0.7166733285377879,0.963139042642694,1.5750798362621494,0.14496315303502916,0
12840.51026226008,0.716552824116152,0.7652912445139786,1.7785053193449412,0.11127379610923696,0
61336.07870887021,0.34284895418357875,0.22199049134452292,7.656860264858976,0.6400812257923391,1
20396.533406041002,0.7825691754959045,0.9751958157054045,1.1677595945848034,0.3390992647727187,0
27510.123015855053,0.8768950380002737,0.7033415922992959,2.1819960688938695,0.12917598214611153,0
92586.75816491545,0.3110876687645184,0.0907487386994063,5.329366746396676,0.7208473317181849,1
18276.770753024535,0.9972091945838117,0.6675686638875475,1.768939746298125,0.3019007226404042,0
68293.77269999312,0.3196200369360775,0.1237068046252765,3.3551800686297755,0.9925556455349589,1
20059.37785760629,0.9921034398436654,0.6799402735504473,1.4793572031632418,0.10807580721360126,0
16697.333514432437,0.8466788867064816,0.9842812039539668,0.8247054059522926,0.17952452840937208,0
16483.73011855091,0.7363696906742838,0.9394209324886065,1.444730989191885,0.16539909043248235,0
15734.149555962365,0.9277230244044448,0.9382802168031195,1.8324060246352372,0.30796596044387214,0
22197.839351400988,0.8440910024382909,0.9386479549213499,0.48772170433947826,0.14186359237376178,0
17898.134043396534,0.9900871085830333,0.9457448267989088,2.0993793433414676,0.007897102921651288,0
19119.89914266907,0.979474164817312,0.9208384198855494,1.158134858548737,0.033860750887489854,0
64314.90659734369,0.24136665326964776,0.0013896103146551764,4.1174166231894445,0.9060469664629771,1
21530.798552963657,0.9365487146245177,0.7089794616200081,0.5931516769137501,0.08954287417437179,0
14764.949407916414,0.8751464060137792,0.9031950426214811,1.050998268411393,0.060996118179407005,0
14658.791333935947,0.7157493960246584,0.8137398740939829,0.7882097360863579,0.24743176757506832,0
20137.788632917935,0.7665272477355781,0.8543263781079915,1.5766100553110132,0.33767941792555917,0
24261.86096608689,0.9925249632262841,0.8310938617045123,0.9067085011776218,0.2644574720249794,0
21230.194896323057,0.9068699162856685,0.8387616774191939,0.1830026793366788,0.08413295967823269,0
12691.006006217787,0.7474122596430256,0.9307479911479786,0.13594705903529936,0.184821520497262,0
58891.40145179473,0.2718618587997822,0.03621977559707995,3.102888909450022,0.5136178851950082,1
23180.157478885885,0.9138328691650315,0.8680265648708835,0.5265150197113666,0.21003515145411386,0
